,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
1530,366918650.0,2023-01-01T00:00:07,32.08198,-81.06498,0.1,187.1,511.0,POINT CLEAR,IMO8972948,WDB6128,31.0,0.0,30.0,10.0,,52.0,A
1531,367115000.0,2023-01-01T00:00:10,46.68085,-125.25863,8.4,22.6,30.0,LINDA LEE BOUCHARD,IMO9405394,WDD4370,31.0,11.0,39.0,11.0,5.5,31.0,A
1532,368222160.0,2023-01-01T00:00:04,37.22339,-88.99663,4.8,62.5,70.0,SALLY LAPEYRE,IMO1313275,WDM6099,57.0,0.0,349.0,33.0,2.9,57.0,A
1533,367677630.0,2023-01-01T00:00:06,30.02478,-90.83914,0.0,238.1,168.0,STEVE N BRIAN,,WDI2385,31.0,0.0,25.0,,,57.0,A
1534,368046350.0,2023-01-01T00:00:35,46.19989,-123.75954,0.0,298.6,253.0,AMERICAN SONG,,WDK3551,60.0,5.0,100.0,17.0,3.0,60.0,A
1535,367715920.0,2023-01-01T00:00:04,37.78322,-87.93774,8.1,210.6,219.0,MISS ISABELLA,,WDI6162,31.0,0.0,19.0,,,31.0,A
1536,563035900.0,2023-01-01T00:00:04,26.61259,-93.0097,14.7,131.0,127.0,EAGLE VENICE,IMO9728710,9V5636,80.0,0.0,333.0,60.0,20.5,80.0,A
1537,367741140.0,2023-01-01T00:00:04,40.64525,-74.12107,0.0,45.8,77.0,ANDREA,IMO8966717,WDI8687,31.0,0.0,28.0,9.0,,31.0,A
1538,368063440.0,2023-01-01T00:00:08,37.77075,-122.3001,0.0,42.3,91.0,CARINA,,WDK5289,60.0,0.0,42.0,12.0,2.0,60.0,A
1539,368059840.0,2023-01-01T00:00:03,29.95286,-90.05622,0.0,191.1,178.0,RTA2,IMO1290301,WDK4914,60.0,0.0,0.0,0.0,1.0,60.0,A
1540,368059490.0,2023-01-01T00:00:03,27.81078,-97.34384,8.7,268.7,267.0,BAILEY,,WDK4879,57.0,0.0,210.0,17.0,2.9,52.0,A
1541,366989480.0,2023-01-01T00:00:02,29.9949,-90.41138,0.0,270.0,511.0,SONNY COOK,,WBD5978,31.0,12.0,18.0,7.0,,57.0,A
1542,316048473.0,2023-01-01T00:00:00,49.29805,-123.02855,0.0,85.1,179.0,OCEAN CARTIER,IMO9892119,,52.0,0.0,23.0,12.0,4.4,52.0,A
1543,369307000.0,2023-01-01T00:00:03,47.6048,-122.34068,0.0,360.0,93.0,SALISH EXPLORER,,WDJ8120,136.0,0.0,,,,136.0,A
1544,308329000.0,2023-01-01T00:00:04,28.21359,-94.98119,0.7,351.3,1.0,ZENITH SPIRIT,IMO9404845,C6WZ7,80.0,0.0,274.0,48.0,17.0,80.0,A
1545,368134480.0,2023-01-01T00:00:01,36.60845,-121.892,0.0,0.0,511.0,PRINCESS MONTEREY,,WDI5027,99.0,15.0,27.0,8.0,0.0,99.0,A
1546,366936050.0,2023-01-01T00:00:00,27.84005,-97.05965,0.0,360.0,511.0,WHARF CAT,,WZJ9938,30.0,0.0,23.0,9.0,0.0,30.0,A
1547,368202360.0,2023-01-01T00:01:01,29.91468,-90.07737,0.0,257.4,511.0,G.I.JOE,,WDM3992,52.0,0.0,20.0,8.0,0.0,52.0,A
1548,367355000.0,2023-01-01T00:00:01,47.65303,-122.32562,0.0,313.6,175.0,BERING ROSE,IMO8037578,WCW9001,30.0,15.0,29.0,9.0,,30.0,A
1549,367120990.0,2023-01-01T00:00:07,42.84834,-87.59223,8.3,343.8,343.0,AMERICAN INTEGRITY,IMO7514696,WDD2875,70.0,0.0,304.0,32.0,10.4,70.0,A
1550,367343430.0,2023-01-01T00:01:04,29.76699,-95.09026,0.1,360.0,511.0,MICHAEL P O'NEIL,,WDE3732,31.0,0.0,17.0,6.0,,31.0,A
1551,368139320.0,2023-01-01T00:00:02,36.90693,-76.08953,0.0,219.3,511.0,RICHMOND,,WDL5248,50.0,0.0,16.0,5.0,0.0,50.0,A
1552,367781330.0,2023-01-01T00:00:03,37.18646,-88.26525,0.0,360.0,511.0,PATSY M,,WDJ4807,31.0,0.0,15.0,6.0,,31.0,A
1553,367714540.0,2023-01-01T00:00:03,37.04126,-88.53449,0.0,360.0,511.0,ELECTRA,,WDI6035,31.0,0.0,14.0,5.0,,52.0,A
1554,367637310.0,2023-01-01T00:00:08,29.6899,-94.9862,7.2,319.1,315.0,SAVAGE VOYAGER,,WDH6376,31.0,12.0,25.0,,,57.0,A
1555,366799090.0,2023-01-01T00:00:00,29.77194,-90.07733,0.0,133.6,511.0,DOUGLAS,,WDA3502,31.0,0.0,16.0,6.0,,31.0,A
1556,311000459.0,2023-01-01T00:00:02,24.42234,-80.09972,17.7,238.0,237.0,GLOVIS STAR,IMO9736808,C6CF7,70.0,0.0,199.0,,,70.0,A
1557,367725790.0,2023-01-01T00:00:06,40.69188,-74.00728,5.3,28.4,511.0,LIBERTY BELLE,,WDI7144,60.0,0.0,35.0,,,80.0,A
1558,338504000.0,2023-01-01T00:00:03,30.04848,-90.63851,0.0,24.8,312.0,LEGACY,IMO9583249,WDF7311,31.0,1.0,45.0,18.0,8.2,31.0,A
1559,367430790.0,2023-01-01T00:00:01,29.64789,-91.10556,0.0,294.7,511.0,MISS CALLIE CATE,IMO9383807,WDF2692,31.0,0.0,27.0,9.0,,32.0,A
1560,367138450.0,2023-01-01T00:00:06,29.76232,-95.10967,0.0,276.0,180.0,CHRISTINA BELCHER,,WDD3948,31.0,12.0,26.0,9.0,,31.0,A
1561,352001952.0,2023-01-01T00:00:02,33.83249,-118.82669,11.7,122.0,122.0,KAMUI GALAXY,IMO9942653,3E2792,80.0,0.0,157.0,28.0,5.9,80.0,A
1562,306124000.0,2023-01-01T00:00:05,23.30957,-82.36312,10.9,254.1,255.0,ORANGE STRAIT,IMO9795995,PJDE,70.0,0.0,115.0,18.0,5.6,70.0,A
1563,367768250.0,2023-01-01T00:00:01,27.84374,-97.07053,0.1,318.6,511.0,R E STOTZER JR,,WDJ3467,60.0,5.0,,,,60.0,A
1564,377913000.0,2023-01-01T00:00:09,18.33452,-64.94822,1.4,147.9,302.0,TROPIC UNITY,IMO9225275,J8PE4,70.0,0.0,159.0,22.0,8.3,40.0,A
1565,367484250.0,2023-01-01T00:00:01,30.04144,-90.5992,0.0,272.1,240.0,SAVAGE FOUNDER,,WDF7413,31.0,12.0,25.0,10.0,,57.0,A
1566,367584510.0,2023-01-01T00:00:01,29.97139,-93.84772,0.4,25.5,125.0,SAVAGE DILIGENCE,,WDG9118,31.0,0.0,17.0,8.0,,91.0,A
1567,368162390.0,2023-01-01T00:00:09,32.84895,-79.93584,0.1,97.5,511.0,WYATT MORAN,,WDL7673,52.0,0.0,26.0,11.0,5.1,52.0,A
1568,367665380.0,2023-01-01T00:00:01,37.05293,-88.40433,0.1,263.8,511.0,JANET LEAVELL,,WDH9174,31.0,15.0,12.0,,,32.0,A
1569,367004760.0,2023-01-01T00:00:00,30.31602,-87.37637,0.1,100.5,269.0,JOE CAIN,,WDC3254,31.0,15.0,27.0,10.0,,50.0,A
1570,367495480.0,2023-01-01T00:00:06,29.70473,-95.0457,0.0,171.5,511.0,RICK PUMPHREY,,WDF8497,31.0,0.0,16.0,6.0,,57.0,A
1571,367088210.0,2023-01-01T00:00:06,30.42342,-88.51363,0.0,241.4,511.0,RACHEL BURTON,IMO7308061,WX9277,30.0,0.0,49.0,10.0,,30.0,A
1572,366764730.0,2023-01-01T00:00:04,32.69593,-117.15253,0.0,225.0,253.0,SCOUT,IMO9188570,WCZ2046,31.0,0.0,31.0,10.0,4.3,31.0,A
1573,353579000.0,2023-01-01T00:00:03,46.2064,-123.78873,0.1,325.2,63.0,KEN YO,IMO9547154,H9UU,70.0,1.0,184.0,30.0,10.0,70.0,A
1574,367437840.0,2023-01-01T00:00:04,29.46405,-94.95992,0.0,118.5,511.0,NEDA J,,WDF3258,31.0,15.0,21.0,7.0,,31.0,A
1575,367738490.0,2023-01-01T00:00:06,42.28084,-83.12673,0.0,293.5,511.0,ONTARIO,IMO8980878,WDI8424,31.0,0.0,33.0,9.0,4.3,52.0,A
1576,367178000.0,2023-01-01T00:00:06,26.74993,-80.05126,0.0,100.6,271.0,ANTARES,,WDN3320,37.0,5.0,40.0,8.0,2.1,37.0,A
1577,367745320.0,2023-01-01T00:00:01,20.81207,-156.76228,11.8,56.1,59.0,EXPEDITIONS SIX,,WDI9107,60.0,15.0,,,,40.0,A
1578,367647210.0,2023-01-01T00:00:03,30.05846,-93.59092,3.5,88.9,85.0,ROBERT J SHEA,,WDH7341,31.0,12.0,25.0,,,57.0,A
1579,366990450.0,2023-01-01T00:00:03,47.2748,-122.81901,5.1,218.7,511.0,CHARLIE WELLS,,WAH4742,60.0,0.0,19.0,10.0,,99.0,A
1580,367505050.0,2023-01-01T00:00:06,27.81078,-97.33175,6.6,265.3,267.0,JAMES DAVISON,,WDF9427,31.0,0.0,26.0,9.0,,57.0,A
1581,367189510.0,2023-01-01T00:00:04,27.8805,-97.27517,0.0,123.0,257.0,SACRED HEART,,WDD7662,31.0,12.0,21.0,8.0,,57.0,A
1582,367524420.0,2023-01-01T00:00:01,29.55581,-90.75099,0.0,226.8,28.0,BOO SONIER,,WDG3281,31.0,0.0,21.0,,,52.0,A
1583,366967620.0,2023-01-01T00:00:05,36.75492,-89.11767,0.0,272.9,28.0,JOHN M RIVERS,,WDB8997,31.0,12.0,41.0,14.0,,52.0,A
1584,367571490.0,2023-01-01T00:00:02,21.31637,-157.87888,0.0,320.5,511.0,GUTSY LADY 4,IMO8970469,WDG7854,30.0,0.0,26.0,7.0,,39.0,A
1585,367786550.0,2023-01-01T00:00:04,26.76141,-80.04194,0.0,347.2,511.0,BOXER,,WDJ5325,37.0,0.0,,,,37.0,A
1586,351008000.0,2023-01-01T00:00:00,36.78971,-75.46046,10.7,94.9,91.0,BRIGHT WIND,IMO9582972,3FDT8,70.0,0.0,228.0,32.0,14.4,70.0,A
1587,368192230.0,2023-01-01T00:00:09,31.00576,-91.71738,0.0,347.4,511.0,NEIL MARTIN,,WDM2889,57.0,0.0,142.0,18.0,3.0,57.0,A
1588,367559840.0,2023-01-01T00:00:04,29.94031,-90.31166,0.0,42.1,511.0,MS DANIELLE,,WDG6707,31.0,0.0,19.0,,,31.0,A
1589,368205110.0,2023-01-01T00:00:01,38.99327,-81.96338,5.9,257.1,259.0,DAVE B FATE,,WDM4296,57.0,12.0,309.0,18.0,3.1,57.0,A
1590,367767180.0,2023-01-01T00:00:00,29.9954,-90.4434,6.1,85.9,81.0,AMERICAN PHAROAH,IMO8850982,WDJ3351,31.0,12.0,32.0,10.0,,57.0,A
1591,367189580.0,2023-01-01T00:00:09,27.84878,-97.06238,2.6,115.0,511.0,SEA OAK,,WDD7669,31.0,0.0,22.0,8.0,,31.0,A
1592,368214190.0,2023-01-01T00:00:02,29.94551,-90.2251,0.0,225.0,254.0,ERIN M BROOKS,IMO1279899,WDM8018,57.0,12.0,208.0,33.0,2.8,52.0,A
1593,367301310.0,2023-01-01T00:00:04,30.01237,-90.47411,7.5,181.1,177.0,RICHARD GONSOULIN II,,WDD8676,31.0,0.0,21.0,9.0,,57.0,A
1594,368169060.0,2023-01-01T00:00:02,29.62221,-94.33048,4.7,251.3,511.0,PORT MANSFIELD,,WDL8391,57.0,12.0,205.0,17.0,2.8,52.0,A
1595,367787640.0,2023-01-01T00:00:01,29.9326,-89.98858,7.9,125.4,124.0,SPIRIT,,WDJ5436,31.0,12.0,22.0,8.0,,57.0,A
1596,563105500.0,2023-01-01T00:00:07,28.88601,-89.42883,10.1,336.4,335.0,FAIRCHEM FORTITUDE,IMO9805910,9V6269,80.0,0.0,159.0,27.0,7.5,80.0,A
1597,368188820.0,2023-01-01T00:00:01,25.75952,-80.14668,0.0,264.7,311.0,RAMBLIN'ROSE,,WDM2509,37.0,0.0,18.0,6.0,1.8,37.0,A
1598,367504980.0,2023-01-01T00:00:01,29.94828,-90.38401,3.7,303.2,303.0,SID MOLLER,,WDF9421,31.0,12.0,26.0,9.0,,57.0,A
1599,367579230.0,2023-01-01T00:00:04,29.84713,-93.97061,0.1,8.1,511.0,TERRY CONNER,,WDG8602,31.0,15.0,17.0,5.0,,57.0,A
1600,308090000.0,2023-01-01T00:00:00,28.34248,-80.46525,0.8,96.1,142.0,HELLAS REEFER,IMO9015187,C6KD8,70.0,0.0,158.0,24.0,10.0,70.0,A
1601,368009360.0,2023-01-01T00:00:03,40.74741,-73.96308,0.2,360.0,511.0,NYPD 455,,WDJ7710,55.0,0.0,14.0,6.0,0.0,55.0,A
1602,367352250.0,2023-01-01T00:00:02,30.47026,-91.20018,1.4,343.9,355.0,ACE G,,WDE4377,31.0,0.0,15.0,6.0,,52.0,A
1603,249118000.0,2023-01-01T00:00:01,26.40557,-94.94184,0.1,126.1,340.0,SOLITAIRE,IMO7129049,9HA4114,90.0,3.0,299.0,40.0,9.3,90.0,A
1604,636017540.0,2023-01-01T00:00:02,24.70603,-79.7712,16.1,20.9,17.0,SIEM CONFUCIUS,IMO9841017,D5LL5,70.0,0.0,200.0,38.0,8.8,70.0,A
1605,367784130.0,2023-01-01T00:00:05,33.93,-77.99666,0.0,124.1,511.0,STARBOARD LANE,,WDJ5083,37.0,,,,,,B
1606,367626030.0,2023-01-01T00:00:02,29.93673,-90.33586,0.0,134.3,511.0,DANE WISE,,WDH5249,31.0,8.0,19.0,,,22.0,A
1607,368259490.0,2023-01-01T00:00:10,40.58392,-80.2362,0.0,360.0,164.0,LUCKY D,,WDN2165,99.0,0.0,17.0,7.0,0.1,99.0,A
1608,367190630.0,2023-01-01T00:00:01,41.72429,-87.54013,0.0,0.0,511.0,KANSAS,,WE7221,31.0,15.0,22.0,6.0,,99.0,A
1609,367537450.0,2023-01-01T00:00:04,30.31186,-91.22545,0.0,45.2,340.0,WILLIAM S,IMO9670286,WDG4522,31.0,15.0,29.0,11.0,4.2,31.0,A
1610,477066700.0,2023-01-01T00:00:00,48.47219,-125.63474,10.6,89.5,90.0,MOL BEACON,IMO9713337,VROB9,70.0,0.0,337.0,48.0,15.5,71.0,A
1611,367349770.0,2023-01-01T00:00:00,47.65453,-122.36633,0.0,307.5,31.0,POINT FERMIN,IMO7531838,WDE4178,31.0,0.0,32.0,10.0,4.1,31.0,A
1612,367309370.0,2023-01-01T00:00:06,43.36291,-124.20048,0.0,360.0,85.0,PACIFIC EAGLE,IMO7945601,WDD9282,31.0,5.0,28.0,8.0,,31.0,A
1613,367108750.0,2023-01-01T00:00:08,30.04836,-90.66089,12.6,253.5,511.0,IAN K,,WCW6783,60.0,0.0,15.0,5.0,,50.0,A
1614,367374930.0,2023-01-01T00:00:00,29.78765,-95.06852,0.0,220.8,331.0,ALLIANCE,,WDE6033,31.0,12.0,21.0,9.0,,57.0,A
1615,316005713.0,2023-01-01T00:00:01,49.19997,-122.91064,0.1,167.0,511.0,PACIFIC FORCE,,,52.0,0.0,14.0,7.0,2.6,52.0,A
1616,368037610.0,2023-01-01T00:00:01,18.22929,-65.62033,3.9,357.8,2.0,BREEZY POINT,,WDK2653,60.0,0.0,24.0,9.0,2.1,60.0,A
1617,366947630.0,2023-01-01T00:00:00,48.00265,-122.22275,0.0,360.0,511.0,YACHT KNOT TOO,,WDI2532,37.0,,18.0,5.0,,,B
1618,311000396.0,2023-01-01T00:00:06,26.10408,-79.67498,9.7,98.0,114.0,HARMONY OF THE SEAS,IMO9682875,C6BX8,60.0,0.0,362.0,,,60.0,A
1619,319240600.0,2023-01-01T00:00:03,25.75812,-80.14754,0.8,360.0,511.0,DROPLET,,PF5277,37.0,0.0,21.0,6.0,0.0,37.0,A
1620,368054660.0,2023-01-01T00:00:01,29.47925,-88.68244,0.1,270.5,182.0,ML GROVE,IMO9164483,WDK4389,16.0,0.0,0.0,0.0,0.0,16.0,A
1621,368050130.0,2023-01-01T00:00:00,32.10492,-81.11966,0.0,258.5,511.0,MR MIKE,,WDK3928,31.0,0.0,17.0,8.0,2.4,31.0,A
1622,367660250.0,2023-01-01T00:00:02,29.91861,-90.14131,0.0,243.1,349.0,INDEPENDENCE,,WDH8658,31.0,12.0,23.0,,,57.0,A
1623,368106340.0,2023-01-01T00:00:02,40.00008,-90.49117,0.0,342.1,253.0,DAVID GOIN,,WDK9744,31.0,12.0,30.0,10.0,2.9,31.0,A
1624,316014107.0,2023-01-01T00:00:06,49.29102,-123.06081,0.0,335.3,54.0,SST GRIZZLY,IMO9756482,CFA2897,31.0,0.0,32.0,13.0,5.8,31.0,A
1625,366935380.0,2023-01-01T00:00:06,27.82463,-97.44549,0.0,226.3,92.0,CATHERINE,IMO8635502,WCW3931,31.0,12.0,21.0,7.0,,57.0,A
1626,316013946.0,2023-01-01T00:00:05,42.95883,-79.2286,6.7,196.0,195.0,LEO A MCARTHUR,IMO9473262,CFN5313,31.0,0.0,37.0,13.0,5.5,80.0,A
1627,367491860.0,2023-01-01T00:00:09,35.37709,-94.47599,6.0,61.4,66.0,BEVERELY ANNE,,WDF8145,31.0,15.0,34.0,10.0,,31.0,A
1628,311042900.0,2023-01-01T00:00:06,26.1146,-77.89525,10.5,279.5,277.0,DISNEY DREAM,IMO9434254,C6YR6,60.0,0.0,339.0,40.0,8.3,60.0,A
1629,367602520.0,2023-01-01T00:00:06,32.85487,-79.95249,0.1,256.7,511.0,MOIRA MCALLISTER,IMO8981391,WDH2920,31.0,15.0,28.0,9.0,3.4,0.0,A
1630,366904350.0,2023-01-01T00:00:09,33.99431,-88.50795,0.0,360.0,511.0,HAMPSHIRE,,WDJ3189,31.0,0.0,14.0,6.0,,31.0,A
1631,367748330.0,2023-01-01T00:00:00,30.4254,-88.54656,0.0,257.5,511.0,NAVIGATOR,,WDI9407,31.0,0.0,30.0,9.0,,21.0,A
1632,367494020.0,2023-01-01T00:00:00,48.52081,-122.61741,0.0,289.0,252.0,VIKING,IMO7309780,WDF8358,30.0,0.0,27.0,6.0,,30.0,A
1633,367653530.0,2023-01-01T00:00:01,29.84124,-91.71552,0.0,308.2,511.0,LILY C,,WDH7983,31.0,0.0,20.0,,,31.0,A
1634,367638070.0,2023-01-01T00:00:05,36.96744,-89.09692,0.0,76.0,347.0,MARQUETTE WARRIOR,,WDH6449,31.0,12.0,46.0,13.0,,57.0,A
1635,338263000.0,2023-01-01T00:00:03,29.72592,-88.58621,8.8,46.4,48.0,HARVEY SUB-SEA,IMO9704685,WHSE,90.0,0.0,99.0,,,9.0,A
1636,338293000.0,2023-01-01T00:00:07,27.78089,-92.74108,0.0,323.7,150.0,OCEAN EVOLUTION,IMO9733167,WDJ5527,70.0,3.0,108.0,22.0,6.9,70.0,A
1637,368144290.0,2023-01-01T00:00:06,37.92576,-122.41318,0.0,241.1,142.0,PAULA M SPERRY,,WDL5772,31.0,0.0,25.0,10.0,0.0,31.0,A
1638,518728000.0,2023-01-01T00:00:01,21.32859,-158.11836,0.0,322.1,218.0,ENCORE,IMO9664718,E5U2675,37.0,5.0,43.0,9.0,4.2,36.0,A
1639,367509510.0,2023-01-01T00:00:04,30.05901,-93.37032,0.0,245.2,96.0,SABINE,,WDF9854,31.0,0.0,25.0,9.0,,57.0,A
1640,370999000.0,2023-01-01T00:00:05,28.389,-96.22541,0.1,6.1,78.0,SHAMROCK JUPITER,IMO9416082,3FXP2,80.0,1.0,146.0,23.0,9.6,80.0,A
1641,368149820.0,2023-01-01T00:00:07,30.49126,-86.13967,0.0,210.0,141.0,RUSTY MOORE,,WDL6345,57.0,12.0,121.0,18.0,2.8,52.0,A
1642,368011450.0,2023-01-01T00:00:01,29.62063,-89.90008,7.2,288.2,511.0,KRISTIN,,WDJ7927,31.0,0.0,17.0,7.0,,31.0,A
1643,368067930.0,2023-01-01T00:00:03,29.92811,-90.18865,10.0,58.6,511.0,LOUISIANA PURCHASE,,WDK5749,31.0,0.0,22.0,9.0,2.7,31.0,A
1644,367114880.0,2023-01-01T00:00:07,29.75887,-95.11688,0.0,209.2,270.0,SYDNEY ANN,,WDD2405,31.0,0.0,21.0,8.0,,56.0,A
1645,338186356.0,2023-01-01T00:00:00,26.41888,-80.06871,0.1,255.6,511.0,TIL,,,37.0,0.0,16.0,4.0,,97.0,A
1646,367512520.0,2023-01-01T00:00:03,29.95295,-90.39106,7.5,320.9,326.0,T LUKE SAVAGE,,WDG2137,31.0,12.0,28.0,,,57.0,A
1647,367777970.0,2023-01-01T00:00:02,29.7264,-95.02237,0.4,225.1,315.0,RICHARD C LAQUAY,,WDJ4468,33.0,15.0,33.0,10.0,,33.0,A
1648,367411870.0,2023-01-01T00:00:04,29.62777,-93.17315,0.0,231.5,285.0,ODYSSEA LEADER,IMO9401049,WDE8977,90.0,0.0,58.0,12.0,4.6,60.0,A
1649,369990376.0,2023-01-01T00:00:07,40.61251,-74.05766,1.6,120.0,511.0,CG29376,,CG29376,51.0,0.0,8.0,3.0,1.0,51.0,A
1650,538009055.0,2023-01-01T00:00:04,28.66936,-94.46547,0.1,221.7,127.0,SEAGUARDIAN,IMO9891919,V7A4249,89.0,2.0,237.0,44.0,8.4,89.0,A
1651,366997420.0,2023-01-01T00:00:08,29.78732,-95.08246,0.0,270.7,511.0,LIL AL CENAC,,WDC2764,31.0,12.0,15.0,6.0,,57.0,A
1652,367777550.0,2023-01-01T00:00:14,27.81852,-97.46903,0.0,360.0,511.0,HARRY LEE,,WDJ4420,52.0,0.0,0.0,0.0,0.0,52.0,A
1653,367365210.0,2023-01-01T00:00:00,29.78326,-95.07402,0.0,219.9,511.0,ALFRED P CENAC III,,WDE5335,31.0,0.0,19.0,8.0,,52.0,A
1654,367109910.0,2023-01-01T00:00:03,47.65924,-122.37866,0.0,291.6,93.0,CONSTELLATION,IMO8030788,WTF6290,30.0,0.0,47.0,11.0,3.5,30.0,A
1655,477914700.0,2023-01-01T00:00:03,33.63479,-118.22094,11.5,182.6,180.0,SAGA FUTURE,IMO9613836,VRKX8,70.0,0.0,199.0,32.0,13.3,70.0,A
1656,367674650.0,2023-01-01T00:00:05,30.04961,-90.58452,8.8,73.5,79.0,MICHAEL AKIU #86,,WDI2093,31.0,12.0,23.0,,,90.0,A
1657,367638130.0,2023-01-01T00:00:00,40.62207,-89.63694,1.1,48.0,44.0,JOSEPH PATRICK ECKST,,WDH6454,31.0,12.0,39.0,12.0,,57.0,A
1658,367563360.0,2023-01-01T00:00:03,29.25772,-89.36178,0.0,249.5,511.0,DUTCH GIRL,IMO8660088,WDG7047,60.0,0.0,37.0,8.0,,60.0,A
1659,367028770.0,2023-01-01T00:00:04,29.39105,-88.88872,10.4,312.6,511.0,CROSBY STAR,IMO8964628,WCY5782,31.0,0.0,30.0,9.0,3.9,31.0,A
1660,538006179.0,2023-01-01T00:00:00,26.92823,-91.70851,12.5,318.5,322.0,ZIRCON,IMO9746205,V7KN6,80.0,0.0,183.0,32.0,13.3,80.0,A
1661,249047000.0,2023-01-01T00:00:03,25.4735,-79.9832,14.1,179.7,182.0,CELEBRITY SUMMIT,IMO9192387,9HJC9,60.0,0.0,294.0,32.0,8.0,60.0,A
1662,367766260.0,2023-01-01T00:00:09,40.64025,-74.16067,0.0,264.8,511.0,MISS ILA,IMO5072905,WDJ3260,31.0,0.0,25.0,7.0,3.1,90.0,A
1663,367057930.0,2023-01-01T00:00:05,30.51407,-91.2245,0.0,342.1,69.0,ANITA EVE SHARP,,WDC6563,31.0,12.0,23.0,9.0,,52.0,A
1664,338158000.0,2023-01-01T00:00:01,40.18977,-125.74212,14.5,155.5,154.0,WEST VIRGINIA,IMO9704805,KSKW,80.0,0.0,183.0,,,80.0,A
1665,367448060.0,2023-01-01T00:00:05,28.70783,-95.91781,4.3,63.5,67.0,SETH D,IMO8635588,WDF4107,31.0,15.0,18.0,8.0,,57.0,A
1666,372487000.0,2023-01-01T00:00:31,28.84212,-95.27159,0.0,253.8,53.0,QIAN HAI,IMO8604979,3EOS3,70.0,1.0,159.0,26.0,9.8,80.0,A
1667,367782270.0,2023-01-01T00:00:05,39.36094,-81.31975,0.6,58.6,55.0,TOMMY H,,WDJ4900,31.0,12.0,36.0,10.0,,57.0,A
1668,368155470.0,2023-01-01T00:00:04,27.62162,-97.2467,6.6,23.2,511.0,PORT FOURCHON,,WDL6932,57.0,12.0,114.0,34.0,2.5,57.0,A
1669,538005604.0,2023-01-01T00:00:02,29.8821,-89.96512,12.4,263.7,251.0,IKAN LEBAN,IMO9547178,V7FJ7,70.0,0.0,177.0,28.0,10.8,70.0,A
1670,548704000.0,2023-01-01T00:00:01,28.86398,-89.41908,10.7,197.2,200.0,KERRY EXPRESS,IMO7920962,DYHO,70.0,8.0,86.0,14.0,6.5,70.0,A
1671,366970330.0,2023-01-01T00:00:04,28.14341,-92.14344,9.9,57.4,511.0,CHERAMIE BOTRUC 39,IMO9320166,WDB9134,90.0,0.0,58.0,14.0,3.9,79.0,A
1672,311000358.0,2023-01-01T00:00:07,48.21724,-123.56333,8.5,91.6,90.0,BTG DENALI,IMO9687851,C6BT4,70.0,0.0,229.0,32.0,14.4,70.0,A
1673,366988880.0,2023-01-01T00:00:00,47.19481,-122.65333,0.0,324.9,244.0,W.L.CALLAHAN,,WDK2194,1.0,0.0,17.0,8.0,0.0,1.0,A
1674,311000221.0,2023-01-01T00:00:03,28.76978,-93.3496,13.6,322.6,322.0,GARIBALDI SPIRIT,IMO9422835,C6BC2,80.0,0.0,242.0,42.0,15.4,80.0,A
1675,367613940.0,2023-01-01T00:00:01,29.7637,-95.07028,0.0,217.9,511.0,ST ROSE,,WDH4078,31.0,12.0,23.0,,,57.0,A
1676,357503000.0,2023-01-01T00:00:02,28.44366,-94.82314,11.3,4.9,359.0,VL BRILLIANT,IMO9683673,H9VU,80.0,0.0,333.0,60.0,21.5,80.0,A
1677,413349820.0,2023-01-01T00:00:03,27.99438,-90.47759,14.5,84.0,78.0,QIAN KUN,IMO9432165,BQDS,70.0,0.0,200.0,28.0,9.2,70.0,A
1678,367464150.0,2023-01-01T00:00:02,33.62051,-117.92709,0.0,52.7,511.0,WHITE LIGHT,,WDA2540,60.0,,18.0,5.0,,,B
1679,368136950.0,2023-01-01T00:00:07,33.7198,-118.22865,6.4,69.4,70.0,HERCULES,,WDL5002,52.0,0.0,26.0,11.0,5.1,52.0,A
1680,368039230.0,2023-01-01T00:00:02,35.08275,-90.14199,0.0,296.7,511.0,JULIE ROBINSON,IMO578502000,WDK2816,57.0,0.0,19.0,7.0,2.7,57.0,A
1681,366961230.0,2023-01-01T00:00:00,30.46172,-91.20072,6.7,354.3,356.0,INLAND STAR,,WDH5465,31.0,0.0,16.0,6.0,,52.0,A
1682,367079070.0,2023-01-01T00:00:03,28.88068,-90.71074,3.9,58.4,511.0,JONI,IMO8768385,WDC7927,90.0,1.0,33.0,20.0,2.1,90.0,A
1683,309901000.0,2023-01-01T00:00:03,30.67666,-118.28268,0.9,148.1,352.0,MOL CELEBRATION,IMO9321251,C6WW7,70.0,0.0,316.0,45.0,14.5,74.0,A
1684,367653290.0,2023-01-01T00:00:03,30.49632,-91.19351,0.0,234.5,359.0,ELIZABETH M ROBINSON,,WDH7961,31.0,12.0,33.0,,,57.0,A
1685,367667140.0,2023-01-01T00:00:02,27.7525,-82.7441,1.3,84.0,511.0,ENDLESS SUMMER,,WDH9349,37.0,,23.0,,,,B
1686,368117020.0,2023-01-01T00:00:06,29.96665,-90.02642,0.0,203.5,204.0,CURLIN,,WDL2959,57.0,12.0,204.0,12.0,3.3,52.0,A
1687,338617000.0,2023-01-01T00:00:03,29.80617,-90.00415,11.8,13.9,13.0,PENNSYLVANIA,IMO9486958,WAPZ,80.0,0.0,175.0,32.0,12.2,80.0,A
